INCIDENT_UNIQUE_IDENTIFIER,INCIDENT_DATE,OFFICER_ASSIGNMENT,LOCATION_DISTRICT,SHIFT,LOCATION_DISTRICT.1,REASON_FOR_FORCE,TYPE_OF_FORCE_USED,SUBJECT_DETAILS,INCIDENT_REASON,SUBJECT_WAS_ARRESTED,CHARGE,SUBJECT_INJURY,SUBJECT_HOSPITALIZATION,SUBJECT_DETAILS.1,OFFICER_INJURY,OFFICER_HOSPITALIZATION,OFFICER_DETAILS,SUBJECT_RACT,SUBJECT_GENDER,SUBJECT_AGE,OFFICER_RACE,OFFICER_GENDER,OFFICER_AGE,OFFICER_YEARS_ON_FORCE,OFFICER_ID
46cd6da385c30b7196b40c6af2f1b44d,,Operations Division,Southwest District,SW Late Tactical Shift,,Combative Suspect,Less Lethal-Taser,In compliance,Traffic Stop,TRUE,,FALSE,FALSE,Internal Pain/Discomfort,TRUE,FALSE,,Hispanic,Male,25,White,Male,32,0,65fe5e8befc49345dc1ccfc846c4acce
46cd6da385c30b7196b40c6af2f1b44d,,Operations Division,Southwest District,SW Late Tactical Shift,,Combative Suspect,"Physical-Hands, Fist, Feet",In compliance,Traffic Stop,TRUE,,FALSE,FALSE,Internal Pain/Discomfort,TRUE,FALSE,Internal Pain/Discomfort,Hispanic,Male,25,White,Male,39,11,bb68927c4f6cc615c71a2137df940617
ce6e15e004ec7b087d1c36f0df6ca390,12/3/14 0:00,Operations Division,Southeast District,SE Middle Shift,,Resisting Arrest,Physical-Handcuffing,In compliance,Warrant Service,TRUE,Intimidation,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,White,Male,21,White,Male,40,12,d2b45b6f2238dc70cfd5d0b4659565d9
ce6e15e004ec7b087d1c36f0df6ca390,12/3/14 0:00,Operations Division,Southeast District,SE Middle Shift,,Resisting Arrest,Physical-Handcuffing,In compliance,Warrant Service,TRUE,Intimidation,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,White,Male,21,White,Male,36,11,c5f8a1f7d7068e7bb50e10749d303dba
ce6e15e004ec7b087d1c36f0df6ca390,12/3/14 0:00,Operations Division,Southeast District,SE Middle Shift,,Resisting Arrest,"Physical-Hands, Fist, Feet",In compliance,Warrant Service,TRUE,Violation of Protective Order (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,White,Male,21,White,Male,40,12,d2b45b6f2238dc70cfd5d0b4659565d9
7faa27d3f33f03551388b28fd05a2507,12/26/14 0:00,Operations Division,Southeast District,SE Late Tactical Shift,,Resisting Arrest,Physical-Joint/Pressure,In compliance,Arrest,TRUE,,TRUE,FALSE,small red mark on cheek,FALSE,FALSE,,White,Male,,White,Male,38,12,d27c28a8c10954810955fcbcdf968e19
ce6e15e004ec7b087d1c36f0df6ca390,12/3/14 0:00,Operations Division,Southeast District,SE Middle Shift,,Resisting Arrest,"Physical-Hands, Fist, Feet",In compliance,Warrant Service,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,White,Male,21,White,Male,34,10,029e39d6648c873c013b6f2863908486
ce6e15e004ec7b087d1c36f0df6ca390,12/3/14 0:00,Operations Division,Southeast District,SE Middle Shift,,Resisting Arrest,Physical-Handcuffing,In compliance,Warrant Service,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,White,Male,21,White,Male,34,10,029e39d6648c873c013b6f2863908486
2c61b46e4ac67599705ee4f2375d3035,12/4/14 0:00,Homeland Security Division,Homeland Security Bureau/Tactical,Canine Section,Canine Unit - Day,Fleeing,Canine Bite,In compliance,Arrest,TRUE,Resisting Law Enforcement (F),TRUE,FALSE,Canine Bite,FALSE,FALSE,,Black,Male,18,White,Male,47,20,e1a43b8c17195ab84191b5be6c784903
b7aa858676cf0288a93c4d1e0e326d58,12/27/14 0:00,Operations Division,Southwest District,SW Late Tactical Shift,,Fleeing,Less Lethal-Taser,In compliance,Arrest,TRUE,Public Indecency,FALSE,TRUE,,FALSE,FALSE,,Black,Male,22,White,Male,33,10,05a20a061a5705da48ef6146e3e71c93
481dd980bb889b7b51659768408f4606,12/5/14 0:00,Operations Division,Southwest District,SW Day Shift,SW Day Shift,Fleeing,Less Lethal-Taser,In compliance,Call For Service,TRUE,Resisting Law Enforcement (M),FALSE,TRUE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Male,17,White,Male,41,15,51972c6ab610a7328e4319b39d6ff8d3
c9d53475327b918d2743f1ae7f732c8d,12/26/14 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Physical-Handcuffing,In compliance,Arrest,TRUE,Pointing a Firearm (F),FALSE,FALSE,Internal Pain/Discomfort,FALSE,FALSE,No injuries noted or visible,White,Male,36,White,Male,33,4,e57510d69e01f65fcf01f360fa7d0cd4
2d05e2d857563df60a4ef4a11daeeaa3,12/5/14 0:00,Operations Division,Southwest District,SW Middle Shift,,Assaulting Citizen(s),Less Lethal-Taser,In compliance,Call For Service,TRUE,Domestic Battery (F),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Male,23,White,Female,34,7,0c69c3bccc14dd206d7b5261b5e37670
70afd2cdbc1399aa7a81bb0c06516613,12/23/14 0:00,Operations Division,East District,ED Middle Shift,,Fleeing,"Physical-Hands, Fist, Feet",In compliance,Arrest,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,Laceration,FALSE,FALSE,,Black,Male,16,White,Male,29,4,8c975febe4ea70e7bae88c0823e6d2d8
70afd2cdbc1399aa7a81bb0c06516613,12/23/14 0:00,Operations Division,East District,ED Middle Shift,,Fleeing,"Physical-Hands, Fist, Feet",In compliance,Arrest,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,Laceration,FALSE,FALSE,,Black,Male,16,White,Female,32,4,ba127bb7bf3f58d8192ec3ab1c277b5d
c6b4dd6ef09b0a3e08154eb7abc28054,12/25/14 0:00,Operations Division,North District,ND Middle Shift,,Combative Suspect,Less Lethal-Taser,In compliance,Call For Service,TRUE,Immediate Detention,FALSE,TRUE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,50,White,Male,32,4,b7b843e28fd235e2af03ce3503659b97
28ef1636ee809313b371fd1e349d42bb,12/26/14 0:00,Other Assignments,Temporary Assignments,Manpower Pool,Limited Duty,Resisting Arrest,Less Lethal-Taser,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,28,White,Male,41,10,488cc591c718cae8c3302a8f8a5cf97f
28ef1636ee809313b371fd1e349d42bb,12/26/14 0:00,Other Assignments,Temporary Assignments,Manpower Pool,Limited Duty,Resisting Arrest,Physical-Handcuffing,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,28,White,Female,42,6,a6b94fb59bba78d1a2c1eedfd385c45d
33a074430b5a0ec5c5c99ac48c21b567,12/28/14 0:00,Operations Division,Southwest District,SW Late Tactical Shift,,Combative Suspect,Less Lethal-Personal CS/OC spray,In compliance,Call For Service,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,,FALSE,FALSE,No injuries noted or visible,White,Male,20,White,Male,51,25,5c902ef5d9759ef40cf4e4dc53238abc
c9d53475327b918d2743f1ae7f732c8d,12/26/14 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Less Lethal-Taser,In compliance,Arrest,TRUE,Intimidation,FALSE,FALSE,Internal Pain/Discomfort,FALSE,FALSE,No injuries noted or visible,White,Male,36,White,Male,29,4,56069181ae312c8c2a79988a47f5019c
c9d53475327b918d2743f1ae7f732c8d,12/26/14 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Physical-Handcuffing,In compliance,Arrest,TRUE,Intimidation,FALSE,FALSE,Internal Pain/Discomfort,FALSE,FALSE,No injuries noted or visible,White,Male,36,White,Female,31,6,742c95df99678437811e09f0766e8777
06a24c3c229e3a2d03447aab6ab4bfa1,12/28/14 0:00,Other Assignments,Temporary Assignments,Manpower Pool,Military Leave,Resisting Arrest,Physical-Weight Leverage,In compliance,Arrest,TRUE,Possession of Paraphernalia,FALSE,FALSE,,FALSE,FALSE,,Black,Male,24,White,Female,31,6,742c95df99678437811e09f0766e8777
f0487dfe32bf49531bd8bc278073316b,12/26/14 0:00,Operations Division,East District,ED Middle Shift,,Fleeing,Physical-Weight Leverage,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,Pain to right hand,TRUE,FALSE,pain to right knee,Bi-Racial,Male,20,White,Male,29,4,8c975febe4ea70e7bae88c0823e6d2d8
06a24c3c229e3a2d03447aab6ab4bfa1,12/28/14 0:00,Other Assignments,Temporary Assignments,Manpower Pool,Military Leave,Resisting Arrest,"Physical-Hands, Fist, Feet",In compliance,Arrest,TRUE,Possession of Paraphernalia,FALSE,FALSE,,FALSE,FALSE,,Black,Male,24,White,Male,29,3,97d9f68ea4022b312254a2f66e1939bb
06a24c3c229e3a2d03447aab6ab4bfa1,12/28/14 0:00,Other Assignments,Temporary Assignments,Manpower Pool,Military Leave,Resisting Arrest,Physical-Weight Leverage,In compliance,Arrest,TRUE,Possession of Paraphernalia,FALSE,FALSE,,FALSE,FALSE,,Black,Male,24,White,Male,29,3,97d9f68ea4022b312254a2f66e1939bb
c1dc029a1de5dc826b491c25a3e63c40,12/25/14 0:00,Homeland Security Division,Homeland Security Bureau/Tactical,Canine Section,Canine Unit - Late Tactical,Resisting Arrest,Canine Bite,In compliance,Request For PSD,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,Canine Bite,FALSE,FALSE,No injuries noted or visible,White,Male,33,White,Male,48,14,920733f97fbea210e57ddc6627acb3a2
dba17808575e1612d3295ffc927cecce,12/28/14 0:00,Operations Division,North District,ND Late Shift,,Resisting Arrest,"Physical-Hands, Fist, Feet",In compliance,Traffic Stop,TRUE,Public Intoxication,TRUE,FALSE,Internal Pain/Discomfort,TRUE,FALSE,Internal Pain/Discomfort,White,Male,25,White,Male,29,6,887397af466f04ef735a0fe667007ccf
b88d33ecb0bed86241333ba191b89b55,12/5/14 0:00,Homeland Security Division,Homeland Security Bureau/Tactical,Swat Section,Swat Unit,Non-Compliant,Less Lethal-Bean Bag,In compliance,SWAT Incident,TRUE,Robbery,TRUE,FALSE,Swelling,FALSE,FALSE,No injuries noted or visible,White,Male,46,White,Male,42,12,cf7e8910887f9560f6e196827adc6641
f8685382156975711c8eb367415c2c32,12/11/14 0:00,Homeland Security Division,Homeland Security Bureau/Tactical,Canine Section,Canine Unit - Late,Fleeing,Canine Bite,In compliance,Traffic Stop,TRUE,Battery (M),TRUE,TRUE,Canine Bite,FALSE,FALSE,,White,Male,43,White,Male,55,18,93addf30c62d66cfa75cd8b160326c5d
8bd5c549a9c2ab3ae9b8d53ec26c96d6,12/12/14 0:00,Operations Division,Southwest District,SW Late Shift,,Resisting Arrest,Less Lethal-Taser,In compliance,Arrest,TRUE,Battery (M),FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,No injuries noted or visible,Black,Male,38,White,Female,39,7,64fc4894ec159b0e0be74b36ee285f1a
8bd5c549a9c2ab3ae9b8d53ec26c96d6,12/12/14 0:00,Operations Division,Southwest District,SW Late Shift,,Resisting Arrest,"Physical-Hands, Fist, Feet",In compliance,Arrest,TRUE,Resisting Law Enforcement (F),FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,Strained hip/thigh muscle,Black,Male,38,White,Male,42,11,17c795986c325708c8dcf610df499e0f
5c901225437466ec3cc977c5b8628b8d,12/13/14 0:00,Operations Division,East District,ED Day Shift,,Assaulting Officer(s),Physical-Joint/Pressure,In compliance,Self-Initiated Activity,FALSE,Immediate Detention,TRUE,TRUE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Polynesian,Female,24,White,Male,52,29,24edb347b490d4d813b9c3628af44882
32fe81774c842d7960fd984f21795c88,12/13/14 0:00,Operations Division,North District,ND Middle Shift,,Non-Compliant,Less Lethal-Taser,In compliance,Call For Service,TRUE,Battery (M),FALSE,FALSE,Minor Bleeding,FALSE,FALSE,No injuries noted or visible,Black,Female,19,White,Male,31,4,66f74ec6e2d21dc69f7f1e2ab3aaf5f2
0c42f8059d6e549a0107f4f9d300fc00,12/13/14 0:00,Operations Division,Southeast District,SE Late Shift,,Resisting Arrest,Physical-Weight Leverage,In compliance,Traffic Stop,TRUE,Driving While Suspended,TRUE,FALSE,Minor Bleeding,FALSE,FALSE,No injuries noted or visible,White,Male,25,White,Male,34,7,c298b46d10962634a81944b9b99c522f
0c42f8059d6e549a0107f4f9d300fc00,12/13/14 0:00,Operations Division,Southeast District,SE Late Shift,,Resisting Arrest,Physical-Handcuffing,In compliance,Traffic Stop,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,Minor Bleeding,FALSE,FALSE,No injuries noted or visible,White,Male,25,White,Male,59,38,b5b39690ad33605c773ef6aca2d96740
31bcaf7083ae63911e763f86be6b06a0,12/8/14 0:00,Homeland Security Division,Homeland Security Bureau/Traffic,Crash Investigations Section,DWI Investigations Unit,Assaulting Officer(s),Physical-Weight Leverage,In compliance,Arrest,TRUE,Operating a Vehicle While Intoxicated (M),TRUE,TRUE,abraisons,FALSE,FALSE,,Hispanic,Male,45,White,Male,50,28,0710f199f0c0b53103874a142050f4d9
cc68343919e04576c8ee2829336b8d86,12/13/14 0:00,Operations Division,Southwest District,SW Day Shift,SW Day Shift,Fleeing,Less Lethal-Taser,In compliance,Arrest,TRUE,Theft/Receiving Stolen Property,FALSE,FALSE,,FALSE,FALSE,,Black,Male,29,White,Male,41,12,3f66042a882d42ffea159e4271cf266b
31bcaf7083ae63911e763f86be6b06a0,12/8/14 0:00,Homeland Security Division,Homeland Security Bureau/Traffic,Crash Investigations Section,DWI Investigations Unit,Assaulting Officer(s),"Physical-Hands, Fist, Feet",In compliance,Arrest,TRUE,Battery (M),TRUE,TRUE,abraisons,FALSE,FALSE,,Hispanic,Male,45,White,Male,50,28,0710f199f0c0b53103874a142050f4d9
fe32958fd3c14b09feaf3ea30408c8a3,12/13/14 0:00,Administration Division,Training Bureau,Recruit Training Section,9th Recruit Class,Resisting Arrest,Physical-Weight Leverage,In compliance,Arrest,TRUE,Resisting Law Enforcement (F),FALSE,FALSE,,TRUE,FALSE,,Black,Male,36,White,Male,43,13,4c63e48fabe34531a85a67bc667e9901
fe32958fd3c14b09feaf3ea30408c8a3,12/13/14 0:00,Administration Division,Training Bureau,Recruit Training Section,9th Recruit Class,Resisting Arrest,Physical-Weight Leverage,In compliance,Arrest,TRUE,Shoplifting - Theft,FALSE,FALSE,,TRUE,FALSE,Minor Bleeding,Black,Male,36,White,Male,25,0,ee19a9224e6be69ad2d45b33ffe02cde
fe32958fd3c14b09feaf3ea30408c8a3,12/13/14 0:00,Administration Division,Training Bureau,Recruit Training Section,9th Recruit Class,Resisting Arrest,Physical-Handcuffing,In compliance,Arrest,TRUE,Battery (M),FALSE,FALSE,,TRUE,FALSE,Minor Bleeding,Black,Male,36,White,Male,25,0,ee19a9224e6be69ad2d45b33ffe02cde
fe32958fd3c14b09feaf3ea30408c8a3,12/13/14 0:00,Administration Division,Training Bureau,Recruit Training Section,9th Recruit Class,Resisting Arrest,Physical-Handcuffing,In compliance,Arrest,TRUE,Battery (M),FALSE,FALSE,,TRUE,FALSE,,Black,Male,36,White,Male,43,13,4c63e48fabe34531a85a67bc667e9901
0a47abdfb63dcd288f2f72d52736a818,12/14/14 0:00,Operations Division,Downtown  District,DT Late Tact Foot and Bicycle,,Non-Compliant,Less Lethal-Personal CS/OC spray,In compliance,Call For Service,FALSE,,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,,,,Black,Male,41,10,0b3fbc126b67f2914c80b71eff339f33
0a47abdfb63dcd288f2f72d52736a818,12/14/14 0:00,Operations Division,Downtown  District,DT Late Tact Foot and Bicycle,,Non-Compliant,Less Lethal-Personal CS/OC spray,In compliance,Call For Service,FALSE,,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,,,,Black,Male,36,13,9e67a0fe60251ec65f5498157c20c72c
af5411e04eaa11c76f1b8a51f3e248ad,12/14/14 0:00,Operations Division,East District,ED Middle Shift,,Assaulting Officer(s),Physical-Handcuffing,In compliance,Arrest,TRUE,Battery by Bodily Waste,FALSE,FALSE,,FALSE,FALSE,,White,Male,14,White,Male,27,4,7e98d350f4f6aa9d4e1939d71295cac7
06b811c00531ec31adb5b4de55af07e3,,Operations Division,Southeast District,SE Day Tactical Shift,,Combative Suspect,Physical-Weight Leverage,In compliance,Assisting a Citizen,TRUE,,FALSE,TRUE,,FALSE,FALSE,,White,Male,59,White,Male,47,24,78a90f4d605dc179f9323422e97d6a71
06b811c00531ec31adb5b4de55af07e3,,Operations Division,Southeast District,SE Day Tactical Shift,,Combative Suspect,"Physical-Hands, Fist, Feet",In compliance,Assisting a Citizen,TRUE,,FALSE,TRUE,,FALSE,FALSE,,White,Male,59,White,Male,47,24,78a90f4d605dc179f9323422e97d6a71
3a0e1de0a6ae3f03d415e1e53597de52,12/16/14 0:00,Operations Division,Southwest District,SW Late Shift,,Resisting Arrest,Physical-Joint/Pressure,In compliance,Off-Duty Employment,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,13,White,Male,36,9,61ee26736774049817c13b6c5f6889dd
815ea5fc2554be4ac1072cde04d39777,12/17/14 0:00,Operations Division,Southwest District,SW Late Shift,,Resisting Arrest,Physical-Joint/Pressure,In compliance,Off-Duty Employment,TRUE,Resisting Law Enforcement (F),FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,Swelling,Black,Male,15,White,Male,36,9,61ee26736774049817c13b6c5f6889dd
3bb2b0c135af326bd022bb03b735b306,12/17/14 0:00,Operations Division,Southeast District,SE Late Shift,,Resisting Arrest,Physical-Handcuffing,In compliance,Investigation,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,,FALSE,FALSE,,White,Female,52,White,Male,32,0,d8f5c4644a53e809ccb56ccfca95f019
a213bdb803f133eaec45ef7ec255cc5c,12/20/14 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,"Physical-Hands, Fist, Feet",In compliance,Call For Service,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,No injuries noted or visible,Black,Female,33,White,Male,28,4,975b0ba0f498dc51e1f85fdfa3d591ab
d9d018c16c12a70a45fbcbf8e9eecacb,12/21/14 0:00,Operations Division,Southwest District,SW Late Shift,,Resisting Arrest,Less Lethal-Taser,In compliance,Arrest,TRUE,Public Intoxication,TRUE,FALSE,Minor Bleeding,FALSE,FALSE,No injuries noted or visible,White,Male,55,White,Male,39,11,d486b69a87b21cfda6fbc58140991f73
f54771f5cb57cbdbddf6ca3f158eb624,12/21/14 0:00,Homeland Security Division,Homeland Security Bureau/Tactical,Canine Section,Canine Unit - Day Tactical,Fleeing,Canine Bite,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),TRUE,TRUE,Canine Bite,FALSE,FALSE,,Black,Male,20,White,Male,39,14,1214644d49d88194639898c2f1ad6043
4587251cebfea688a436aecf0e24250b,12/17/14 0:00,Operations Division,Southwest District,SW Late Tactical Shift,,Combative Suspect,Less Lethal-Personal CS/OC spray,In compliance,Arrest,TRUE,Intimidation,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Male,29,White,Male,33,10,05a20a061a5705da48ef6146e3e71c93
a213bdb803f133eaec45ef7ec255cc5c,12/20/14 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,Physical-Handcuffing,In compliance,Call For Service,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,No injuries noted or visible,Black,Female,33,White,Male,28,4,975b0ba0f498dc51e1f85fdfa3d591ab
a213bdb803f133eaec45ef7ec255cc5c,12/20/14 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,,In compliance,Call For Service,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,Internal Pain/Discomfort,Black,Female,33,Black,Male,36,9,5854bc85ecd74bccbc66cb2c2da245ec
6d5bf60ef12debd0f7c12aa4a37e0a27,,Operations Division,North District,ND Late Shift,,Assaulting Officer(s),Less Lethal-CS/OC,In compliance,Arrest,TRUE,Battery (F),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,Black,Female,19,White,Male,39,6,5e0e5b80471ca78cd50106a4c844ae4d
1417f072ff30fb80337489b2104d9221,12/20/14 0:00,Operations Division,Northwest District,NW Late Shift,,Assaulting Citizen(s),Less Lethal-Taser,In compliance,Call For Service,FALSE,Immediate Detention,FALSE,TRUE,No injuries noted or visible,FALSE,FALSE,,White,Female,32,White,Male,42,14,7788fb4b71fdd217214c9cc774ccac1b
6d5bf60ef12debd0f7c12aa4a37e0a27,,Operations Division,North District,ND Late Shift,,Assaulting Officer(s),,In compliance,Arrest,TRUE,Criminal Mischief (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,Black,Female,19,White,Male,34,7,6058737794588042a632c42b9ce3ddef
9dc32fee6d5ac2a343b0e86a4beb969c,12/11/14 0:00,Operations Division,North District,ND Middle Shift,,Fleeing,Less Lethal-Taser,In compliance,Call For Service,TRUE,Possession of a Handgun (F),FALSE,FALSE,,TRUE,TRUE,Swelling,Black,Male,,Black,Male,25,0,dc6c64c407a65ac78a3186145aaaee7c
9dc32fee6d5ac2a343b0e86a4beb969c,12/11/14 0:00,Operations Division,North District,ND Middle Shift,,Fleeing,,In compliance,Call For Service,TRUE,Possession of a Handgun (F),FALSE,FALSE,,TRUE,TRUE,,Black,Male,,White,Male,31,0,ad6903eba04b4b3701915faa20bcc5f3
9dc32fee6d5ac2a343b0e86a4beb969c,12/11/14 0:00,Operations Division,North District,ND Middle Shift,,Fleeing,,In compliance,Call For Service,TRUE,Possession of a Handgun (F),FALSE,FALSE,,TRUE,TRUE,,Black,Male,,Black,Male,34,4,72aa178c9441db5a7f00cce59df16d0a
a213bdb803f133eaec45ef7ec255cc5c,12/20/14 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,Less Lethal-Taser,In compliance,Call For Service,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,No injuries noted or visible,Black,Female,33,White,Female,34,8,90b730462b73d7a04a2a50e1e972d70e
ad63a5a08c66928bb27de36e6daf376d,12/21/14 0:00,Operations Division,Northwest District,NW Middle Shift,,Fleeing,Less Lethal-Taser,In compliance,Traffic Stop,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,,FALSE,FALSE,,Black,Male,20,White,Male,32,8,6ac1cecf859330d1a85e157bbc231649
985b542c30c2c7fc74aa7915755b5b00,12/21/14 0:00,Operations Division,Southwest District,SW Late Shift,,Non-Compliant,Less Lethal-Personal CS/OC spray,In compliance,Arrest,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Male,26,White,Male,44,10,3c6983fa2c72ed419d9d374baefb1c9a
50754aadf02209c4f181dba3e3fb93fc,12/23/14 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,"Physical-Hands, Fist, Feet",In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,Laceration,FALSE,FALSE,,Black,Male,29,White,Male,44,11,26ab586c100b32e52463288127f06e66
50754aadf02209c4f181dba3e3fb93fc,12/23/14 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,Less Lethal-Taser,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,Laceration,FALSE,FALSE,,Black,Male,29,White,Male,44,11,26ab586c100b32e52463288127f06e66
50754aadf02209c4f181dba3e3fb93fc,12/23/14 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,Physical-Joint/Pressure,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,Laceration,FALSE,FALSE,,Black,Male,29,White,Male,44,11,26ab586c100b32e52463288127f06e66
50754aadf02209c4f181dba3e3fb93fc,12/23/14 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,Physical-Joint/Pressure,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,Laceration,FALSE,FALSE,,Black,Male,29,White,Male,30,7,879dfb2e29ae178577559bf17827f056
50754aadf02209c4f181dba3e3fb93fc,12/23/14 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,"Physical-Hands, Fist, Feet",In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,Laceration,FALSE,FALSE,,Black,Male,29,White,Male,30,7,879dfb2e29ae178577559bf17827f056
55bbca39d8b1008162cf6cf3a1a05c50,12/24/14 0:00,Operations Division,North District,ND Late Shift,,Combative Suspect,Physical-Weight Leverage,In compliance,Investigation,TRUE,,TRUE,FALSE,Swelling,FALSE,FALSE,No injuries noted or visible,White,Male,22,White,Male,38,7,cfc3f8897261fe4cf81faffd0935759d
55bbca39d8b1008162cf6cf3a1a05c50,12/24/14 0:00,Operations Division,North District,ND Late Shift,,Combative Suspect,Physical-Weight Leverage,In compliance,Investigation,TRUE,,TRUE,FALSE,Laceration,FALSE,FALSE,No injuries noted or visible,White,Male,22,White,Male,29,6,887397af466f04ef735a0fe667007ccf
55bbca39d8b1008162cf6cf3a1a05c50,12/24/14 0:00,Operations Division,North District,ND Late Shift,,Combative Suspect,Less Lethal-Personal CS/OC spray,In compliance,Investigation,TRUE,,TRUE,FALSE,Swelling,FALSE,FALSE,No injuries noted or visible,White,Male,22,White,Male,29,6,887397af466f04ef735a0fe667007ccf
e82c1ca128ce2c64021a6471ad2a34d2,12/24/14 0:00,Operations Division,Northwest District,NW Late Shift,,Assaulting Citizen(s),Physical-Weight Leverage,In compliance,Call For Service,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,Taser prongs,FALSE,FALSE,No injuries noted or visible,Black,Male,27,Hispanic,Male,40,10,84c9f8ed09745abcf91850519472288a
10814c0923ae84df485a606c7f66ddd4,,,,,,,,,,,,,,,,,,,,,,,,,
3880ff0faf320ddc8b17e2748fc6ee55,3/9/15 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,Physical-Kick,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,Laceration,FALSE,FALSE,,Black,Male,44,White,Male,38,5,96957f0074ea9ba4ea50c3265b8386a0
e82c1ca128ce2c64021a6471ad2a34d2,12/24/14 0:00,Operations Division,Northwest District,NW Late Shift,,Assaulting Citizen(s),Physical-Handcuffing,In compliance,Call For Service,TRUE,Possession of Marijuana/Hash (M),FALSE,FALSE,Taser prongs,FALSE,FALSE,No injuries noted or visible,Black,Male,27,White,Male,28,6,1f23c0ff87b8b2e099d93cf203ec2ac4
e82c1ca128ce2c64021a6471ad2a34d2,12/24/14 0:00,Operations Division,Northwest District,NW Late Shift,,Assaulting Citizen(s),Less Lethal-Taser,In compliance,Call For Service,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,Taser prongs,FALSE,FALSE,No injuries noted or visible,Black,Male,27,Hispanic,Male,40,10,84c9f8ed09745abcf91850519472288a
e82c1ca128ce2c64021a6471ad2a34d2,12/24/14 0:00,Operations Division,Northwest District,NW Late Shift,,Assaulting Citizen(s),"Physical-Hands, Fist, Feet",In compliance,Call For Service,TRUE,Disorderly Conduct,FALSE,FALSE,Taser prongs,FALSE,FALSE,No injuries noted or visible,Black,Male,27,Hispanic,Male,40,10,84c9f8ed09745abcf91850519472288a
