LOCATION_LONGITUDE,LOCATION_LATITUDE,INCIDENT_UNIQUE_IDENTIFIER,INCIDENT_DATE,INCIDENT_TIME,SUBJECT_INJURY,TYPE_OF_FORCE_USED,WEAPON_OR_TOOL_USED,SUBJECT_RACE,SUBJECT_GENDER,SUBJECT_AGE,REASON_FOR_FORCE,LOCATION_DISTRICT
-93.27188308,44.9800647,1917,2008-08-16,03:03:51.000Z,,BodilyForceType,Push Away,White,Female,27,Verbal Non-Compliance,1
-93.27881908,44.9784072,1918,2008-08-16,17:44:46.000Z,0,TaserDeployed,Firing Darts,Black,Male,22,Tensed,1
-93.27428374,44.97998625,1919,2008-08-16,18:32:03.000Z,0,TaserDeployed,Firing Darts,White,Male,21,Tensed,1
-93.27428374,44.97998625,1920,2008-08-16,18:32:03.000Z,0,TaserDeployed,Touch,White,Male,21,Tensed,1
-93.3082279,45.01053476,1921,2008-08-16,19:15:53.000Z,0,BodilyForceType,Punches,Black,Male,16,Fled on Foot,4
-93.3082279,45.01053476,1922,2008-08-16,19:15:53.000Z,0,BodilyForceType,Knees,Black,Male,16,Fled on Foot,4
-93.3044239,45.00870747,1923,2008-08-16,23:50:20.000Z,0,BodilyForceType,Punches,Black,Male,15,Fled on Foot,4
-93.3044239,45.00870747,1924,2008-08-16,23:50:20.000Z,0,BodilyForceType,Kicks,Black,Male,15,Fled on Foot,4
-93.27403148,44.96574698,1925,2008-08-17,01:10:58.000Z,-1,TaserDeployed,Firing Darts,Black,Male,28,Fled on Foot,5
-93.27403148,44.96574698,1926,2008-08-17,01:10:58.000Z,-1,BodilyForceType,Push Away,Black,Male,28,Fled on Foot,5
-93.27403148,44.96574698,1927,2008-08-17,01:10:58.000Z,-1,BodilyForceType,Body Weight to Pin,Black,Male,28,Fled on Foot,5
-93.27403148,44.96574698,1928,2008-08-17,01:10:58.000Z,-1,BodilyForceType,Kicks,Black,Male,28,Fled on Foot,5
-93.27196341,44.98165497,1929,2008-08-17,01:38:03.000Z,0,TaserDeployed,Firing Darts,Black,Male,24,Assaulted Officer,1
-93.27819736,44.97694447,1930,2008-08-17,01:51:34.000Z,0,ChemIrritant,Personal Mace,Black,Male,44,Unspecified,1
-93.27351637,44.97743954,1931,2008-08-17,02:51:09.000Z,0,BodilyForceType,Joint Lock,Black,Male,24,Unspecified,1
-93.27351637,44.97743954,1932,2008-08-17,02:51:09.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,24,Unspecified,1
-93.27351637,44.97743954,1933,2008-08-17,02:51:09.000Z,0,BodilyForceType,Knees,Black,Male,24,Unspecified,1
-93.23949346,44.98713632,1934,2008-08-17,03:50:09.000Z,-1,BodilyForceType,Punches,White,Male,23,Fled on Foot,2
-93.21958658,44.91968168,1935,2008-08-17,07:25:09.000Z,-1,TaserDeployed,Firing Darts,Black,Male,45,Unspecified,3
0,0,1936,2008-08-17,22:33:05.000Z,0,BodilyForceType,Kicks,Black,Male,16,Fled on Foot,0
0,0,1937,2008-08-17,22:33:05.000Z,0,TaserDeployed,Firing Darts,Black,Male,16,Fled on Foot,0
-93.27195951,44.98083264,1938,2008-08-18,01:51:25.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,40,Assaulting Police Horse,1
-93.27195951,44.98083264,1939,2008-08-18,01:51:25.000Z,0,BodilyForceType,Punches,Black,Male,40,Assaulting Police Horse,1
-93.27195951,44.98083264,1940,2008-08-18,02:01:20.000Z,-1,BodilyForceType,Punches,Black,Male,19,Tensed,1
-93.27195951,44.98083264,1941,2008-08-18,02:01:20.000Z,-1,BodilyForceType,Knees,Black,Male,19,Tensed,1
-93.27195951,44.98083264,1942,2008-08-18,02:01:20.000Z,-1,ChemIrritant,Personal Mace,Black,Male,19,Tensed,1
-93.2695816,44.98102782,1943,2008-08-18,02:19:10.000Z,,BodilyForceType,Joint Lock,Black,Female,18,Commission of Crime,1
-93.27311624,44.98164758,1944,2008-08-18,02:43:46.000Z,,ChemIrritant,Personal Mace,Unknown,Unknown,16,Commission of Crime,1
-93.27311624,44.98164758,1945,2008-08-18,02:43:46.000Z,,ChemIrritant,Personal Mace,Unknown,Unknown,16,Commission of Crime,1
-93.29716629,44.99971241,1946,2008-08-18,04:52:10.000Z,0,BodilyForceType,Kicks,Black,Male,19,Unspecified,4
-93.26703279,44.96089957,1947,2008-08-18,10:32:52.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,24,Tensed,3
-93.26703279,44.96089957,1948,2008-08-18,10:32:52.000Z,0,BodilyForceType,Knees,Black,Male,24,Tensed,3
-93.27736013,44.97677369,1949,2008-08-18,23:43:14.000Z,,BodilyForceType,Joint Lock,White,Male,29,Tensed,1
-93.27792873,44.94394121,1950,2008-08-19,00:00:51.000Z,-1,K9Lead,Off Lead,White,Male,25,Assaulted Officer,5
-93.26516708,44.95284187,1951,2008-08-19,15:15:39.000Z,-1,TaserDeployed,Firing Darts,Black,Male,34,Tensed,3
-93.26516708,44.95284187,1952,2008-08-19,15:15:39.000Z,-1,BodilyForceType,Slaps,Black,Male,26,Tensed,3
-93.26516708,44.95284187,1953,2008-08-19,15:15:39.000Z,-1,BodilyForceType,Joint Lock,Black,Male,34,Tensed,3
-93.30604868,45.00511937,1954,2008-08-19,20:48:18.000Z,-1,BodilyForceType,Push Away,Black,Female,56,Tensed,4
-93.30604868,45.00511937,1955,2008-08-19,20:48:18.000Z,-1,TaserDeployed,Both,Black,Female,56,Tensed,4
-93.30604868,45.00511937,1956,2008-08-19,20:48:18.000Z,-1,TaserDeployed,Firing Darts,Black,Female,56,Tensed,4
-93.28953494,45.04029745,1957,2008-08-19,21:09:25.000Z,0,BodilyForceType,Punches,Black,Female,16,Verbal Non-Compliance,4
-93.24992504,44.95285128,1958,2008-08-19,22:25:25.000Z,,ChemIrritant,Personal Mace,Native American,Female,24,Commission of Crime,3
-93.24992504,44.95285128,1959,2008-08-19,22:25:25.000Z,,ChemIrritant,Personal Mace,Native American,Female,50,Verbal Non-Compliance,3
-93.26949088,44.9287364,1960,2008-08-19,22:49:01.000Z,0,BodilyForceType,Knees,Black,Female,18,Fled on Foot,3
-93.3133328,45.00873388,1961,2008-08-20,09:07:18.000Z,0,TaserDeployed,Firing Darts,Black,Male,18,Tensed,4
-93.26193183,44.95911978,1962,2008-08-20,13:25:28.000Z,0,TaserDeployed,Firing Darts,Black,Male,33,Verbal Non-Compliance,3
-93.30004441,45.02402032,1963,2008-08-20,19:48:07.000Z,0,BodilyForceType,Punches,Black,Male,15,Fled on Foot,4
-93.30004441,45.02402032,1964,2008-08-20,19:48:07.000Z,0,BodilyForceType,Kicks,Black,Male,15,Fled on Foot,4
-93.23213158,44.92599396,1965,2008-08-20,20:16:07.000Z,-1,TaserDeployed,Firing Darts,White,Male,43,Commission of Crime,3
-93.28952198,44.99968716,1966,2008-08-20,20:20:13.000Z,0,BodilyForceType,Joint Lock,Black,Male,52,Verbal Non-Compliance,4
-93.28952198,44.99968716,1967,2008-08-20,20:20:13.000Z,0,BodilyForceType,Push Away,Black,Male,52,Verbal Non-Compliance,4
-93.28952198,44.99968716,1968,2008-08-20,20:20:13.000Z,0,BodilyForceType,Punches,Black,Male,52,Verbal Non-Compliance,4
-93.30007377,45.00442821,1969,2008-08-20,20:35:44.000Z,0,TaserDeployed,Firing Darts,Black,Male,15,Commission of Crime,4
-93.30007377,45.00442821,1970,2008-08-20,20:35:44.000Z,0,BodilyForceType,Punches,Black,Male,15,Commission of Crime,4
-93.27881908,44.9784072,1971,2008-08-20,22:01:25.000Z,0,BodilyForceType,LVNR1,Black,Female,36,Commission of Crime,1
-93.27314066,44.98080828,1972,2008-08-21,00:32:55.000Z,,ChemIrritant,Personal Mace,Black,Male,0,Verbal Non-Compliance,1
-93.27273641,44.98410698,1973,2008-08-21,02:27:44.000Z,0,ImprovisedWeaponType,Flashlight,Black,Male,21,Assaulted Officer,1
-93.27273641,44.98410698,1974,2008-08-21,02:27:44.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,26,Fled on Foot,1
-93.27273641,44.98410698,1975,2008-08-21,02:27:44.000Z,0,BatonForce,Strikes,Black,Male,25,Commission of Crime,1
-93.26124349,44.92783977,1976,2008-08-21,22:40:41.000Z,,BodilyForceType,Joint Lock,Black,Male,58,Tensed,3
-93.25502157,44.95100647,1977,2008-08-22,00:16:41.000Z,-1,BodilyForceType,Punches,Native American,Male,20,Fled in Vehicle,3
-93.25502157,44.95100647,1978,2008-08-22,00:16:41.000Z,-1,ImprovisedWeaponType,Firearm as striking tool,Native American,Male,20,Fled in Vehicle,3
-93.24485196,44.9572173,1979,2008-08-22,00:35:37.000Z,0,BodilyForceType,Kicks,Native American,Male,21,Commission of Crime,3
-93.24485196,44.9572173,1980,2008-08-22,00:35:37.000Z,0,BodilyForceType,Kicks,Native American,Male,21,Commission of Crime,3
-93.24932366,44.94836921,1981,2008-08-22,01:07:32.000Z,-1,BodilyForceType,Body Weight to Pin,Other / Mixed Race,Male,27,Commission of Crime,3
-93.29942537,44.99467814,1982,2008-08-22,01:47:54.000Z,-1,BodilyForceType,Slaps,Black,Male,25,Fled on Foot,4
-93.29942537,44.99467814,1983,2008-08-22,01:47:54.000Z,-1,BodilyForceType,Punches,Black,Male,25,Fled on Foot,4
-93.29942537,44.99467814,1984,2008-08-22,01:47:54.000Z,-1,BodilyForceType,Knees,Black,Male,25,Fled on Foot,4
-93.27249909,44.97962594,1985,2008-08-22,02:20:59.000Z,-1,BodilyForceType,Joint Lock,Other / Mixed Race,Male,21,Tensed,1
-93.27249909,44.97962594,1986,2008-08-22,02:20:59.000Z,-1,BodilyForceType,Body Weight to Pin,Other / Mixed Race,Male,21,Tensed,1
-93.27249909,44.97962594,1987,2008-08-22,02:20:59.000Z,-1,TaserDeployed,Firing Darts,Other / Mixed Race,Male,21,Tensed,1
-93.31106208,44.98531397,1988,2008-08-22,09:51:50.000Z,0,BodilyForceType,Kicks,Black,Male,50,Fled on Foot,4
-93.25601427,44.98764654,1989,2008-08-22,19:52:34.000Z,,BodilyForceType,Joint Lock,Black,Female,28,Tensed,2
-93.25601427,44.98764654,1990,2008-08-22,19:52:34.000Z,,BodilyForceType,Body Weight to Pin,Black,Female,28,Tensed,2
-93.29258672,44.99468895,1991,2008-08-22,20:54:29.000Z,0,BodilyForceType,Knees,Black,Male,14,Tensed,4
-93.29258672,44.99468895,1992,2008-08-22,20:54:29.000Z,0,BodilyForceType,Knees,Black,Male,14,Tensed,4
-93.23338713,44.93321409,1993,2008-08-22,23:02:19.000Z,0,TaserDeployed,Both,White,Female,45,Assaulted Officer,3
-93.27314066,44.98080828,1994,2008-08-23,01:52:23.000Z,-1,BodilyForceType,Knees,White,Male,22,Assaulted Officer,1
-93.27314066,44.98080828,1995,2008-08-23,01:52:23.000Z,-1,ChemIrritant,Personal Mace,White,Male,22,Assaulted Officer,1
-93.27195951,44.98083264,1996,2008-08-23,02:18:23.000Z,,BodilyForceType,Joint Lock,Black,Male,38,Tensed,1
-93.27195951,44.98083264,1997,2008-08-23,02:18:23.000Z,,BodilyForceType,Push Away,Black,Male,38,Tensed,1
-93.27195951,44.98083264,1998,2008-08-23,02:18:23.000Z,,BodilyForceType,Joint Lock,Black,Male,38,Tensed,1
-93.27195951,44.98083264,1999,2008-08-23,02:18:23.000Z,,BodilyForceType,Push Away,Black,Male,38,Tensed,1
-93.24458005,44.95650262,2000,2008-08-23,04:40:24.000Z,-1,BodilyForceType,Body Weight to Pin,Native American,Male,21,Commission of Crime,3
-93.25502157,44.95100647,2001,2008-08-24,00:29:23.000Z,,ChemIrritant,Personal Mace,Other / Mixed Race,Male,30,Tensed,3
-93.29257884,45.03152319,2002,2008-08-24,00:41:50.000Z,-1,TaserDeployed,Firing Darts,Black,Male,16,Fled on Foot,4
-93.28737755,44.96091273,2003,2008-08-24,01:29:26.000Z,-1,BodilyForceType,Body Weight to Pin,Black,Male,27,Assaulted Officer,5
-93.28737755,44.96091273,2004,2008-08-24,01:29:26.000Z,-1,TaserDeployed,Touch,Black,Male,27,Assaulted Officer,5
-93.28737755,44.96091273,2005,2008-08-24,01:29:26.000Z,-1,ChemIrritant,Personal Mace,Black,Male,27,Assaulted Officer,5
-93.28737755,44.96091273,2006,2008-08-24,01:29:26.000Z,-1,BodilyForceType,Push Away,Black,Male,27,Assaulted Officer,5
-93.28737755,44.96091273,2007,2008-08-24,01:29:26.000Z,-1,BodilyForceType,Body Weight to Pin,Black,Male,27,Assaulted Officer,5
-93.28737755,44.96091273,2008,2008-08-24,01:29:26.000Z,-1,BodilyForceType,Joint Lock,Black,Female,28,Assaulted Officer,5
-93.28737755,44.96091273,2009,2008-08-24,01:29:26.000Z,-1,BodilyForceType,Body Weight to Pin,Black,Female,28,Assaulted Officer,5
-93.28737755,44.96091273,2010,2008-08-24,01:29:26.000Z,-1,ChemIrritant,Personal Mace,Black,Female,28,Assaulted Officer,5
-93.28737755,44.96091273,2011,2008-08-24,01:29:26.000Z,-1,BodilyForceType,Joint Lock,Black,Female,28,Assaulted Officer,5
-93.28737755,44.96091273,2012,2008-08-24,01:29:26.000Z,-1,BodilyForceType,Body Weight to Pin,Black,Female,28,Assaulted Officer,5
-93.27023037,44.97929512,2013,2008-08-24,01:31:27.000Z,-1,TaserDeployed,Firing Darts,Unknown,Unknown,28,Unspecified,1
-93.27314066,44.98080828,2014,2008-08-24,02:23:44.000Z,,BodilyForceType,Joint Lock,White,Male,24,Tensed,1
-93.27314066,44.98080828,2015,2008-08-24,02:23:44.000Z,,BodilyForceType,Joint Lock,White,Male,24,Tensed,1
-93.27169927,45.00803595,2016,2008-08-24,02:31:54.000Z,0,BodilyForceType,Punches,Black,Male,27,Commission of Crime,2
-93.26257292,44.97082268,2017,2008-08-24,03:13:41.000Z,0,BodilyForceType,Joint Lock,White,Male,31,Unspecified,1
-93.26257292,44.97082268,2018,2008-08-24,03:13:41.000Z,0,BodilyForceType,Push Away,White,Male,31,Unspecified,1
-93.26257292,44.97082268,2019,2008-08-24,03:13:41.000Z,0,BodilyForceType,Body Weight to Pin,White,Male,31,Unspecified,1
-93.26257292,44.97082268,2020,2008-08-24,03:13:41.000Z,0,BodilyForceType,Knees,White,Male,31,Unspecified,1
-93.22693643,44.98873219,2021,2008-08-24,03:20:07.000Z,0,BodilyForceType,Kicks,White,Male,21,Unspecified,2
-93.22693643,44.98873219,2022,2008-08-24,03:20:07.000Z,0,ImprovisedWeaponType,Flashlight,White,Male,21,Unspecified,2
-93.28133076,44.95134737,2023,2008-08-24,18:16:14.000Z,,BodilyForceType,Body Weight to Pin,Black,Male,19,Commission of Crime,5
-93.2753473,44.97758226,2024,2008-08-24,22:38:46.000Z,0,BodilyForceType,Punches,Black,Male,18,Commission of Crime,1
-93.2753473,44.97758226,2025,2008-08-24,22:38:46.000Z,0,BodilyForceType,Knees,Black,Male,18,Commission of Crime,1
-93.2753473,44.97758226,2026,2008-08-24,22:38:46.000Z,0,BodilyForceType,Punches,Black,Male,18,Commission of Crime,1
-93.2753473,44.97758226,2027,2008-08-24,22:38:46.000Z,0,BodilyForceType,Punches,Black,Male,18,Commission of Crime,1
-93.30757834,45.00057608,2028,2008-08-25,03:42:16.000Z,-1,BodilyForceType,Punches,Black,Male,19,Fled on Foot,4
-93.30757834,45.00057608,2029,2008-08-25,03:42:16.000Z,-1,BodilyForceType,Body Weight to Pin,Black,Male,19,Fled on Foot,4
-93.30757834,45.00057608,2030,2008-08-25,03:42:16.000Z,-1,BodilyForceType,Punches,Black,Male,19,Fled on Foot,4
-93.30757834,45.00057608,2031,2008-08-25,03:42:16.000Z,-1,BodilyForceType,Kicks,Black,Male,19,Fled on Foot,4
-93.27348353,44.94835479,2032,2008-08-25,19:48:53.000Z,,ChemIrritant,Personal Mace,White,Female,31,Commission of Crime,3
-93.27348353,44.94835479,2033,2008-08-25,19:48:53.000Z,,ChemIrritant,Personal Mace,Black,Female,14,Commission of Crime,3
-93.30897349,45.02408841,2034,2008-08-25,20:34:34.000Z,-1,BodilyForceType,Body Weight to Pin,Black,Male,32,Fled on Foot,4
-93.30897349,45.02408841,2035,2008-08-25,20:34:34.000Z,-1,TaserDeployed,Firing Darts,Black,Male,32,Fled on Foot,4
-93.27359806,44.98530585,2036,2008-08-26,02:51:07.000Z,,ChemIrritant,Personal Mace,White,Male,27,Verbal Non-Compliance,1
-93.29383162,44.94836051,2037,2008-08-26,06:22:56.000Z,0,BodilyForceType,Joint Lock,White,Male,37,Tensed,5
-93.29383162,44.94836051,2038,2008-08-26,06:22:56.000Z,0,BodilyForceType,Knees,White,Male,37,Tensed,5
-93.26687362,44.90795375,2039,2008-08-26,11:51:56.000Z,,BodilyForceType,Push Away,White,Male,22,Verbal Non-Compliance,3
-93.26687362,44.90795375,2040,2008-08-26,11:51:56.000Z,,BodilyForceType,Body Weight to Pin,White,Male,22,Verbal Non-Compliance,3
-93.28493095,45.00535564,2041,2008-08-26,16:00:56.000Z,-1,BodilyForceType,Slaps,Black,Male,18,Fled in Vehicle,4
-93.28493095,45.00535564,2042,2008-08-26,16:00:56.000Z,-1,BodilyForceType,Kicks,Black,Male,18,Fled in Vehicle,4
-93.27042264,44.98760099,2043,2008-08-26,22:42:01.000Z,-1,BodilyForceType,Kicks,Black,Male,31,Fled on Foot,1
-93.27042264,44.98760099,2044,2008-08-26,22:42:01.000Z,-1,ChemIrritant,Personal Mace,Black,Male,31,Fled on Foot,1
-93.27042264,44.98760099,2045,2008-08-26,22:42:01.000Z,-1,ImprovisedWeaponType,Other (specify),Black,Male,31,Fled on Foot,1
-93.27881908,44.9784072,2046,2008-08-26,22:49:47.000Z,-1,TaserDeployed,Firing Darts,Black,Male,44,Verbal Non-Compliance,1
-93.26703279,44.96089957,2047,2008-08-27,02:41:11.000Z,0,BodilyForceType,Slaps,Black,Male,24,Tensed,3
-93.26703279,44.96089957,2048,2008-08-27,02:41:11.000Z,0,BodilyForceType,Joint Lock,Black,Male,24,Tensed,3
-93.26703279,44.96089957,2049,2008-08-27,02:41:11.000Z,0,BodilyForceType,Knees,Black,Male,24,Tensed,3
-93.26703279,44.96089957,2050,2008-08-27,02:41:11.000Z,0,TaserDeployed,Touch,Black,Male,24,Tensed,3
-93.27431687,44.97449942,2051,2008-08-28,02:49:30.000Z,-1,BodilyForceType,Push Away,Black,Male,18,Fled on Foot,1
-93.27431687,44.97449942,2052,2008-08-28,02:49:30.000Z,-1,BodilyForceType,Body Weight to Pin,Black,Male,18,Fled on Foot,1
-93.27431687,44.97449942,2053,2008-08-28,02:49:30.000Z,-1,BodilyForceType,Knees,Black,Male,18,Fled on Foot,1
-93.27431687,44.97449942,2054,2008-08-28,02:49:30.000Z,-1,BodilyForceType,Body Weight to Pin,Black,Male,18,Fled on Foot,1
-93.27431687,44.97449942,2055,2008-08-28,02:49:30.000Z,-1,BodilyForceType,Punches,Black,Male,18,Fled on Foot,1
-93.27431687,44.97449942,2056,2008-08-28,02:49:30.000Z,-1,BodilyForceType,Knees,Black,Male,18,Fled on Foot,1
-93.27431687,44.97449942,2057,2008-08-28,02:49:30.000Z,-1,BodilyForceType,Punches,Black,Male,18,Fled on Foot,1
-93.2956743,45.02670433,2058,2008-08-28,10:39:19.000Z,0,K9Lead,Off Lead,Black,Male,26,Fled on Foot,4
-93.31400365,45.00783308,2059,2008-08-28,20:31:10.000Z,0,BodilyForceType,Push Away,Black,Female,22,Assaulted Officer,4
-93.31400365,45.00783308,2060,2008-08-28,20:31:10.000Z,0,BodilyForceType,Body Weight to Pin,Black,Female,22,Assaulted Officer,4
-93.26690897,44.93235622,2061,2008-08-28,22:04:33.000Z,-1,FirearmType,Hand Gun,not recorded,not recorded,0,Unspecified,3
-93.30256853,45.01140337,2062,2008-08-28,23:30:00.000Z,-1,K9Lead,Off Lead,Black,Male,27,Commission of Crime,4
-93.2569536,44.94836326,2063,2008-08-29,00:17:25.000Z,0,TaserDeployed,Firing Darts,Other / Mixed Race,Male,16,Assaulted Officer,3
-93.30893989,45.022276,2064,2008-08-29,20:31:48.000Z,-1,TaserDeployed,Firing Darts,White,Male,50,Verbal Non-Compliance,4
-93.30893989,45.022276,2065,2008-08-29,20:31:48.000Z,-1,BodilyForceType,Kicks,White,Male,50,Verbal Non-Compliance,4
-93.29747739,45.01857937,2066,2008-08-29,22:55:54.000Z,-1,BodilyForceType,Joint Lock,Asian,Male,31,Assaulted Officer,4
-93.29747739,45.01857937,2067,2008-08-29,22:55:54.000Z,-1,BodilyForceType,Body Weight to Pin,Asian,Male,31,Assaulted Officer,4
-93.29747739,45.01857937,2068,2008-08-29,22:55:54.000Z,-1,BodilyForceType,Punches,Asian,Male,31,Assaulted Officer,4
-93.29747739,45.01857937,2069,2008-08-29,22:55:54.000Z,-1,BodilyForceType,Knees,Asian,Male,31,Assaulted Officer,4
-93.29747739,45.01857937,2070,2008-08-29,22:55:54.000Z,-1,TaserDeployed,Firing Darts,Asian,Male,31,Assaulted Officer,4
-93.29747739,45.01857937,2071,2008-08-29,22:55:54.000Z,-1,BodilyForceType,Punches,Asian,Male,31,Assaulted Officer,4
-93.29747739,45.01857937,2072,2008-08-29,22:55:54.000Z,-1,BodilyForceType,Kicks,Asian,Male,31,Assaulted Officer,4
-93.29747739,45.01857937,2073,2008-08-29,22:55:54.000Z,-1,ImprovisedWeaponType,Flashlight,Asian,Male,31,Assaulted Officer,4
0,0,2074,2008-08-30,00:16:28.000Z,-1,TaserDeployed,Firing Darts,White,Male,22,Fled in Vehicle,0
0,0,2075,2008-08-30,00:16:28.000Z,-1,TaserDeployed,Both,White,Male,22,Fled in Vehicle,0
-93.2753473,44.97758226,2076,2008-08-30,00:28:44.000Z,0,TaserDeployed,Touch,White,Male,18,Commission of Crime,1
-93.27314066,44.98080828,2077,2008-08-30,02:01:14.000Z,-1,ChemIrritant,Personal Mace,Black,Male,27,Commission of Crime,1
-93.27314066,44.98080828,2078,2008-08-30,02:01:14.000Z,-1,TaserDeployed,Firing Darts,Black,Male,31,Commission of Crime,1
-93.27011007,45.01057029,2079,2008-08-30,05:18:27.000Z,0,TaserDeployed,Firing Darts,White,Male,21,Fled on Foot,2
-93.25058542,44.94655379,2080,2008-08-30,08:57:24.000Z,,BodilyForceType,Body Weight to Pin,White,Female,29,Tensed,3
-93.25165271,44.9637795,2081,2008-08-30,13:19:14.000Z,,ChemIrritant,Personal Mace,Native American,Male,53,Verbal Non-Compliance,3
-93.27310907,44.97918668,2082,2008-08-30,16:32:07.000Z,0,BodilyForceType,Joint Lock,White,Male,21,Tensed,1
-93.27428374,44.97998625,2083,2008-08-31,03:26:41.000Z,0,TaserDeployed,Firing Darts,Black,Male,39,Commission of Crime,1
-93.27314066,44.98080828,2084,2008-09-01,00:32:45.000Z,,BodilyForceType,Body Weight to Pin,Black,Male,29,Unspecified,1
-93.26802926,44.97970183,2085,2008-09-01,02:11:38.000Z,-1,BodilyForceType,Body Weight to Pin,White,Male,24,Verbal Non-Compliance,1
-93.26802926,44.97970183,2086,2008-09-01,02:11:38.000Z,-1,BodilyForceType,Slaps,White,Male,24,Verbal Non-Compliance,1
-93.26802926,44.97970183,2087,2008-09-01,02:11:38.000Z,-1,BodilyForceType,Punches,White,Male,24,Verbal Non-Compliance,1
-93.26802926,44.97970183,2088,2008-09-01,02:11:38.000Z,-1,BodilyForceType,Joint Lock,Black,Male,24,Verbal Non-Compliance,1
-93.26802926,44.97970183,2089,2008-09-01,02:11:38.000Z,-1,TaserDeployed,Both,Black,Male,24,Verbal Non-Compliance,1
-93.26802926,44.97970183,2090,2008-09-01,02:11:38.000Z,-1,BodilyForceType,Joint Lock,White,Male,24,Verbal Non-Compliance,1
-93.26802926,44.97970183,2091,2008-09-01,02:11:38.000Z,-1,BodilyForceType,Body Weight to Pin,White,Male,24,Verbal Non-Compliance,1
-93.26802926,44.97970183,2092,2008-09-01,02:11:38.000Z,-1,BodilyForceType,Slaps,White,Male,24,Verbal Non-Compliance,1
-93.27188308,44.9800647,2093,2008-09-01,02:51:20.000Z,,BodilyForceType,Push Away,White,Male,53,Verbal Non-Compliance,1
-93.29829195,44.9474742,2094,2008-09-01,22:47:06.000Z,0,TaserDeployed,Firing Darts,White,Male,31,Unspecified,5
-93.30315315,45.00555102,2095,2008-09-01,23:10:48.000Z,0,BodilyForceType,Punches,Black,Female,32,Assaulted Officer,4
-93.30315315,45.00555102,2096,2008-09-01,23:10:48.000Z,0,BodilyForceType,Knees,Black,Female,32,Assaulted Officer,4
-93.29943161,44.99360836,2097,2008-09-02,20:02:14.000Z,-1,K9Lead,Off Lead,Black,Male,14,Fled on Foot,4
-93.2964007,44.99916102,2098,2008-09-03,16:45:08.000Z,-1,BodilyForceType,Push Away,Black,Female,33,Commission of Crime,4
-93.2964007,44.99916102,2099,2008-09-03,16:45:08.000Z,-1,BodilyForceType,Body Weight to Pin,Black,Female,33,Commission of Crime,4
-93.24865948,44.97081881,2100,2008-09-03,20:00:11.000Z,0,BodilyForceType,Body Weight to Pin,Black,Male,27,Tensed,1
-93.24865948,44.97081881,2101,2008-09-03,20:00:11.000Z,0,BodilyForceType,Slaps,Black,Male,27,Tensed,1
-93.21554852,44.9215477,2102,2008-09-03,23:23:58.000Z,,BodilyForceType,Joint Lock,White,Female,28,Tensed,3
-93.27299012,44.98655449,2103,2008-09-04,00:50:24.000Z,-1,BodilyForceType,Joint Lock,White,Male,29,Tensed,1
-93.27299012,44.98655449,2104,2008-09-04,00:50:24.000Z,-1,BodilyForceType,Push Away,White,Male,29,Tensed,1
-93.27299012,44.98655449,2105,2008-09-04,00:50:24.000Z,-1,BodilyForceType,Body Weight to Pin,White,Male,29,Tensed,1
-93.27299012,44.98655449,2106,2008-09-04,00:50:24.000Z,-1,BodilyForceType,Slaps,White,Male,29,Tensed,1
-93.27299012,44.98655449,2107,2008-09-04,00:50:24.000Z,-1,BodilyForceType,Knees,White,Male,29,Tensed,1
-93.27477304,44.98282654,2108,2008-09-04,02:07:03.000Z,0,TaserDeployed,Firing Darts,Black,Male,21,Verbal Non-Compliance,1
-93.27249909,44.97962594,2109,2008-09-04,03:09:38.000Z,,BodilyForceType,Push Away,White,Male,27,Verbal Non-Compliance,1
-93.27249909,44.97962594,2110,2008-09-04,03:09:38.000Z,,BodilyForceType,Body Weight to Pin,White,Male,27,Verbal Non-Compliance,1
-93.28484543,44.95911678,2111,2008-09-04,03:16:50.000Z,0,BodilyForceType,Kicks,White,Female,42,Unspecified,5
-93.28484543,44.95911678,2112,2008-09-04,03:16:50.000Z,0,TaserDeployed,Firing Darts,White,Female,42,Unspecified,5
-93.27314066,44.98080828,2113,2008-09-05,02:08:46.000Z,0,BodilyForceType,Slaps,White,Male,23,Tensed,1
-93.27314066,44.98080828,2114,2008-09-05,02:08:46.000Z,0,BodilyForceType,Knees,White,Male,23,Tensed,1
-93.27790386,44.95145092,2115,2008-09-05,02:57:45.000Z,0,BodilyForceType,Joint Lock,White,Male,27,Assaulted Officer,5
-93.27790386,44.95145092,2116,2008-09-05,02:57:45.000Z,0,BodilyForceType,Push Away,White,Male,27,Assaulted Officer,5
-93.27790386,44.95145092,2117,2008-09-05,02:57:45.000Z,0,BodilyForceType,Body Weight to Pin,White,Male,27,Assaulted Officer,5
-93.27790386,44.95145092,2118,2008-09-05,02:57:45.000Z,0,BodilyForceType,Punches,White,Male,27,Assaulted Officer,5
-93.27790386,44.95145092,2119,2008-09-05,02:57:45.000Z,0,BodilyForceType,Body Weight to Pin,White,Male,27,Assaulted Officer,5
-93.27790386,44.95145092,2120,2008-09-05,02:57:45.000Z,0,BodilyForceType,Punches,White,Male,27,Assaulted Officer,5
-93.27790386,44.95145092,2121,2008-09-05,02:57:45.000Z,0,BodilyForceType,Body Weight to Pin,White,Male,27,Assaulted Officer,5
